observ,profile1,tectonics1,profile2,tectonics2,profile3,tectonics3,profile4,tectonics4,profile5,tectonics5,profile6,tectonics6,profile7,tectonics7,profile8,tectonics8,profile9,tectonics9,profile10,tectonics10,profile11,tectonics11,profile12,tectonics12,profile13,tectonics13,profile14,tectonics14,profile15,tectonics15,profile16,tectonics16,profile17,tectonics17,profile18,tectonics18,profile19,tectonics19,profile20,tectonics20,profile21,tectonics21,profile22,tectonics22,profile23,tectonics23,profile24,tectonics24,profile25,tectonics25
628,-7650,Pc,-8200,Pc,,,,,-1900,Pc,,,-5350,Pc,-4100,Pc,-3600,Pc,-3300,Pc,-4350,Pc,-2400,Pc,-3500,Pc,-3900,Pc,-6050,Pc,-1850,Pc,-400,Pc,-200,Pc,-3600,Pc,-2600,Pc,-2050,Pc,-3250,Pc,-3600,Pc,-2450,Pc,-5950,Pc
629,-7700,Pc,-8200,Pc,,,,,-1900,Pc,,,-5350,Pc,-4150,Pc,-3600,Pc,-3350,Pc,-4350,Pc,-1450,Pc,-3500,Pc,-4050,Pc,-6800,Pc,-1800,Pc,-400,Pc,-200,Pc,-3600,Pc,-2550,Pc,-2050,Pc,-3250,Pc,-3450,Pc,-2450,Pc,-6000,Pc
630,-7700,Pc,-8150,Pc,,,,,-1950,Pc,,,-5400,Pc,-4150,Pc,-3600,Pc,-3350,Pc,-3850,Pc,-1450,Pc,-3500,Pc,-4050,Pc,-6800,Pc,-1800,Pc,-450,Pc,-150,Pc,-3550,Pc,-4000,Pc,-2100,Pc,-3000,Pc,-3450,Pc,-2450,Pc,-6000,Pc
631,-7750,Pc,-8150,Pc,,,,,-1950,Pc,,,-5400,Pc,-4150,Pc,-3600,Pc,-3350,Pc,-3850,Pc,-2000,Pc,-3550,Pc,-4100,Pc,-6800,Pc,-1750,Pc,-450,Pc,-150,Pc,-3550,Pc,-4000,Pc,-2100,Pc,-3000,Pc,-3500,Pc,-2450,Pc,-6000,Pc
632,-7750,Pc,-6600,Pc,,,,,-1750,Pc,,,-5450,Pc,-4150,Pc,-2950,Pc,-3350,Pc,-3850,Pc,-2000,Pc,-3550,Pc,-4100,Pc,-6800,Pc,-1750,Pc,-500,Pc,-600,Pc,-3550,Pc,-4050,Pc,-2150,Pc,-3000,Pc,-3500,Pc,-3450,Pc,-6000,Pc
633,-6200,Pc,-6600,Pc,,,,,-1750,Pc,,,-5450,Pc,-4150,Pc,-2950,Pc,-3400,Pc,-3850,Pc,-2000,Pc,-3550,Pc,-3550,Pc,-7000,Pc,-800,Pc,-500,Pc,-600,Pc,-3500,Pc,-4050,Pc,-2150,Pc,-3000,Pc,-3550,Pc,-3450,Pc,-6050,Pc
634,-6200,Pc,-6650,Pc,,,,,-1900,Pc,,,-4450,Pc,-4150,Pc,-2950,Pc,-3400,Pc,-4250,Pc,-2000,Pc,-3550,Pc,-3550,Pc,-7000,Pc,-800,Pc,-550,Pc,-550,Pc,-3500,Pc,-4100,Pc,-2300,Pc,-3200,Pc,-3550,Pc,-3450,Pc,-6050,Pc
635,-7450,Pc,-6650,Pc,,,,,-1900,Pc,,,-4450,Pc,-4200,Pc,-2950,Pc,-3400,Pc,-4250,Pc,-2050,Pc,-3550,Pc,-3500,Pc,-6950,Pc,-3750,Pc,-550,Pc,-550,Pc,-3500,Pc,-4100,Pc,-2300,Pc,-3200,Pc,-3800,Pc,-3450,Pc,-6050,Pc
636,-7450,Pc,-6700,Pc,,,,,-1950,Pc,,,-5550,Pc,-4200,Pc,-3000,Pc,-3400,Pc,-4000,Pc,-2050,Pc,-3550,Pc,-3500,Pc,-6950,Pc,-3750,Pc,0,Pc,-500,Pc,-2950,Pc,-4150,Pc,-3750,Pc,-3200,Pc,-3800,Pc,-3400,Pc,-6050,Pc
637,-7500,Pc,-6700,Pc,,,,,-1950,Pc,,,-5550,Pc,-4200,Pc,-3000,Pc,-3400,Pc,-4000,Pc,-1650,Pc,-3550,Pc,-4150,Pc,-6100,Pc,-3800,Pc,0,Pc,-500,Pc,-2950,Pc,-4150,Pc,-3700,Pc,-3200,Pc,-3850,Pc,-3400,Pc,-5850,Pc
638,-7500,Pc,-6750,Pc,,,,,-1850,Pc,,,-5000,Pc,-4200,Pc,-3000,Pc,-3400,Pc,-4200,Pc,-1650,Pc,-3550,Pc,-4150,Pc,-6100,Pc,-3800,Pc,-50,Pc,-1400,Pc,-2950,Pc,-2000,Pc,-3850,Pc,-3050,Pc,-3850,Pc,-3400,Pc,-5850,Pc
639,-6100,Pc,-6750,Pc,,,,,-1850,Pc,,,-5000,Pc,-3650,Pc,-3000,Pc,-3450,Pc,-4200,Pc,-1700,Pc,-3550,Pc,-2300,Pc,-7150,Pc,-5650,Pc,-50,Pc,-1400,Pc,-2950,Pc,-2000,Pc,-3800,Pc,-3050,Pc,-3900,Pc,-3400,Pc,-5850,Pc
640,-6100,Pc,-8400,Pc,,,,,-2000,Pc,,,-5500,Pc,-3650,Pc,-3050,Pc,-3450,Pc,-4150,Pc,-1700,Pc,-3550,Pc,-2300,Pc,-7150,Pc,-5650,Pc,-100,Pc,-1450,Pc,-2900,Pc,-1950,Pc,-4700,Pc,-3050,Pc,-3900,Pc,-3350,Pc,-5850,Pc
641,-6050,Pc,-8400,Pc,,,,,-2000,Pc,,,-5500,Pc,-3700,Pc,-3050,Pc,-3450,Pc,-4150,Pc,-1750,Pc,-3600,Pc,-1400,Pc,-7100,Pc,-5650,Pc,-100,Pc,-1450,Pc,-2900,Pc,-1950,Pc,-4700,Pc,-3050,Pc,-3750,Pc,-3350,Pc,-5900,Pc
642,-6050,Pc,-1100,Pc,,,,,-2050,Pc,,,-5050,Pc,-3700,Pc,-3050,Pc,-3450,Pc,-4400,Pc,-1750,Pc,-3600,Pc,-1400,Pc,-7100,Pc,-5650,Pc,-150,Pc,-450,Pc,-750,Pc,-1900,Pc,-4700,Pc,-3100,Pc,-3750,Pc,-3350,Pc,-5900,Pc
643,-6000,Pc,-1100,Pc,,,,,-2050,Pc,,,-5050,Pc,-3750,Pc,-3050,Pc,-3450,Pc,-4400,Pc,-1800,Pc,-3600,Pc,-1350,Pc,-7050,Pc,-5700,Pc,-150,Pc,-450,Pc,-750,Pc,-1900,Pc,-4650,Pc,-3100,Pc,-3350,Pc,-3350,Pc,-5900,Pc
644,-6000,Pc,-1500,Pc,,,,,-2100,Pc,,,-5100,Pc,-3750,Pc,-3100,Pc,-3450,Pc,-4400,Pc,-1800,Pc,-3600,Pc,-1350,Pc,-7050,Pc,-5700,Pc,-200,Pc,-1350,Pc,-700,Pc,-1850,Pc,-4750,Pc,-3100,Pc,-3350,Pc,-2650,Pc,-5900,Pc
645,-5950,Pc,-1500,Pc,,,,,-2100,Pc,,,-5100,Pc,-3800,Pc,-3100,Pc,-3500,Pc,-4400,Pc,-1850,Pc,-3600,Pc,-50,Pc,-7300,Pc,-5750,Pc,-200,Pc,-1350,Pc,-700,Pc,-1850,Pc,-4750,Pc,-3100,Pc,-3250,Pc,-2650,Pc,-6600,Pc
646,-5950,Pc,-1050,Pc,,,,,-2300,Pc,,,-5150,Pc,-3800,Pc,-3100,Pc,-3500,Pc,-3800,Pc,-1850,Pc,-3600,Pc,-50,Pc,-7300,Pc,-5750,Pc,-300,Pc,-950,Pc,-650,Pc,-1500,Pc,-4750,Pc,-3150,Pc,-3250,Pc,-2650,Pc,-6600,Pc
647,-5900,Pc,-1050,Pc,,,,,-2300,Pc,,,-5150,Pc,-3800,Pc,-3100,Pc,-3500,Pc,-3800,Pc,-1900,Pc,-2950,Pc,-1250,Pc,-7250,Pc,-5800,Pc,-300,Pc,-950,Pc,-650,Pc,-1500,Pc,-4900,Pc,-3150,Pc,-3300,Pc,-2650,Pc,-6650,Pc
648,-5900,Pc,-1000,Pc,,,,,-2150,Pc,,,-4500,Pc,-3800,Pc,-3150,Pc,-3500,Pc,-3700,Pc,-1900,Pc,-2950,Pc,-1250,Pc,-7250,Pc,-5800,Pc,150,Pc,-900,Pc,-1100,Pc,-2100,Pc,-4900,Pc,-3150,Pc,-3300,Pc,-3650,Pc,-6650,Pc
649,-6150,Pc,-1000,Pc,,,,,-2150,Pc,,,-4500,Pc,-3800,Pc,-3150,Pc,-3500,Pc,-3700,Pc,-1950,Pc,-2950,Pc,-1300,Pc,-7200,Pc,-6500,Pc,150,Pc,-900,Pc,-1100,Pc,-2100,Pc,-4900,Pc,-3150,Pc,-3150,Pc,-3650,Pc,-6850,Pc
650,-6150,Pc,-1550,Pc,,,,,-2200,Pc,,,-4800,Pc,-3800,Pc,-3150,Pc,-3500,Pc,-3750,Pc,-1950,Pc,-2950,Pc,-1300,Pc,-7200,Pc,-6500,Pc,100,Pc,-850,Pc,-1050,Pc,-2050,Pc,-4900,Pc,-2700,Pc,-3150,Pc,-3650,Pc,-6850,Pc
651,-1850,Pc,-1550,Pc,,,,,-2200,Pc,,,-4800,Pc,-3850,Pc,-3150,Pc,-3550,Pc,-3750,Pc,-1950,Pc,-3000,Pc,-1200,Pc,-8050,Pc,-6450,Pc,100,Pc,-850,Pc,-1050,Pc,-2050,Pc,-4900,Pc,-2700,Pc,-3200,Pc,-3650,Pc,-6800,Pc
652,-1850,Pc,-1600,Pc,,,,,-2250,Pc,,,-4850,Pc,-3850,Pc,-3200,Pc,-3550,Pc,-4300,Pc,-1950,Pc,-3000,Pc,-1200,Pc,-8050,Pc,-6450,Pc,200,Pc,-800,Pc,-1000,Pc,-2350,Pc,-4900,Pc,-2700,Pc,-3200,Pc,-3650,Pc,-6800,Pc
653,-2650,Pc,-1600,Pc,,,,,-2250,Pc,,,-4850,Pc,-3850,Pc,-3200,Pc,-3550,Pc,-4300,Pc,-1500,Pc,-3000,Pc,0,Pc,-8200,Pc,-5950,Pc,200,Pc,-800,Pc,-1000,Pc,-2350,Pc,,,-2700,Pc,-3100,Pc,-3650,Pc,-6750,Pc
654,-2650,Pc,-2050,Pc,,,,,-4350,Pc,,,-4550,Pc,-3850,Pc,-3200,Pc,-3550,Pc,-3950,Pc,-1500,Pc,-3000,Pc,0,Pc,-8200,Pc,-5950,Pc,-6500,Pc,-750,Pc,-950,Pc,-2350,Pc,,,-2750,Pc,-3100,Pc,-3600,Pc,-6750,Pc
655,-2650,Pc,-2050,Pc,,,,,-4350,Pc,,,-4550,Pc,-3850,Pc,-3200,Pc,-3550,Pc,-3950,Pc,-1550,Pc,-3000,Pc,50,Pc,-8100,Pc,-6400,Pc,-6500,Pc,-750,Pc,-950,Pc,-2400,Pc,,,-2750,Pc,-3050,Pc,-3600,Pc,-6700,Pc
656,-2650,Pc,-1200,Pc,,,,,-4350,Pc,,,-4900,Pc,-3850,Pc,-3250,Pc,-3550,Pc,-3900,Pc,-1550,Pc,-3000,Pc,50,Pc,-8100,Pc,-6400,Pc,-6450,Pc,-700,Pc,-900,Pc,-2400,Pc,,,-2750,Pc,-3050,Pc,-3600,Pc,-6700,Pc
657,-2600,Pc,-1200,Pc,,,,,-3850,Pc,,,-4900,Pc,-3850,Pc,-3250,Pc,-3600,Pc,-3900,Pc,-1600,Pc,-3050,Pc,-650,Pc,-8150,Pc,-6350,Pc,-6450,Pc,-700,Pc,-900,Pc,-2400,Pc,,,-2750,Pc,-4150,Pc,-3600,Pc,-5800,Pc
658,-2600,Pc,-1150,Pc,,,,,-3850,Pc,,,-4950,Pc,-3850,Pc,-3250,Pc,-3600,Pc,-3900,Pc,-1600,Pc,-3050,Pc,-650,Pc,-8150,Pc,-6350,Pc,-6400,Pc,-650,Pc,-850,Pc,-2450,Pc,,,-2800,Pc,-4150,Pc,-3600,Pc,-5800,Pc
659,-2600,Pc,-1150,Pc,,,,,-3900,Pc,,,-4950,Pc,-3900,Pc,-3250,Pc,-3600,Pc,-3900,Pc,-2650,Pc,-3050,Pc,-950,Pc,-7500,Pc,-5900,Pc,-6400,Pc,-650,Pc,-850,Pc,-3450,Pc,,,-2800,Pc,-4200,Pc,-3600,Pc,-5800,Pc
660,-2600,Pc,-1250,Pc,,,,,-3900,Pc,,,-3450,Pc,-3900,Pc,-2850,Pc,-3600,Pc,-4350,Pc,-2650,Pc,-3050,Pc,-950,Pc,-7500,Pc,-5900,Pc,-6350,Pc,-1200,Pc,-800,Pc,-3400,Pc,,,-2800,Pc,-4200,Pc,-3550,Pc,-5800,Pc
661,-2450,Pc,-1250,Pc,,,,,-3950,Pc,,,-3450,Pc,-3900,Pc,-2850,Pc,-2950,Pc,-4350,Pc,-2600,Pc,-3050,Pc,-600,Pc,-7450,Pc,-5850,Pc,-6350,Pc,-1200,Pc,-800,Pc,-3350,Pc,,,-2800,Pc,-4050,Pc,-3550,Pc,-6150,Pc
662,-2450,Pc,-1300,Pc,,,,,-3950,Pc,,,-3400,Pc,-3900,Pc,-2850,Pc,-2950,Pc,-4400,Pc,-2600,Pc,-3050,Pc,-600,Pc,-7450,Pc,-5850,Pc,-6850,Pc,-1150,Pc,-1200,Pc,-2650,Pc,,,-2850,Pc,-4050,Pc,-3550,Pc,-6150,Pc
663,-8050,Pc,-1300,Pc,,,,,-3800,Pc,,,-3400,Pc,-3900,Pc,-2850,Pc,-2950,Pc,-4400,Pc,-2450,Pc,-3050,Pc,-1000,Pc,-7400,Pc,-6300,Pc,-6850,Pc,-1150,Pc,-1200,Pc,-3650,Pc,,,-2850,Pc,-2850,Pc,-3550,Pc,-6150,Pc
664,-8050,Pc,-1350,Pc,,,,,-3800,Pc,,,-3550,Pc,-3900,Pc,-2900,Pc,-2950,Pc,-4450,Pc,-2450,Pc,-3050,Pc,-1000,Pc,-7400,Pc,-6300,Pc,-6800,Pc,-1100,Pc,-1250,Pc,-3650,Pc,,,-2850,Pc,-2850,Pc,-3550,Pc,-6150,Pc
665,-2700,Pc,-1350,Pc,,,,,-3750,Pc,,,-3550,Pc,-3900,Pc,-2900,Pc,-3000,Pc,-4450,Pc,-2700,Pc,-3100,Pc,-1050,Pc,-7350,Pc,-6000,Pc,-6800,Pc,-1100,Pc,-1300,Pc,-3650,Pc,,,-2850,Pc,-4100,Pc,-3550,Pc,-6200,Pc
666,-2700,Pc,-1400,Pc,,,,,-3750,Pc,,,-4700,Pc,-3900,Pc,-2900,Pc,-3000,Pc,-4500,Pc,-2700,Pc,-3100,Pc,-1050,Pc,-7350,Pc,-6000,Pc,-6750,Pc,-1050,Pc,-1150,Pc,-3600,Pc,,,-2900,Pc,-4100,Pc,-3500,Pc,-6200,Pc
667,-2700,Pc,-1400,Pc,,,,,-3650,Pc,,,-4700,Pc,-3950,Pc,-2900,Pc,-3000,Pc,-4500,Pc,-2750,Pc,-3100,Pc,-1100,Pc,-7950,Pc,-6750,Pc,-6750,Pc,-1050,Pc,-1150,Pc,-3600,Pc,,,-2900,Pc,-2800,Pc,-3500,Pc,-6200,Pc
668,-2700,Pc,-1450,Pc,,,,,-3650,Pc,,,-4750,Pc,-3950,Pc,-2650,Pc,-3000,Pc,-4500,Pc,-2750,Pc,-3100,Pc,-1100,Pc,-7950,Pc,-6750,Pc,-6700,Pc,-1000,Pc,-1350,Pc,-3600,Pc,,,-2900,Pc,-2800,Pc,-3500,Pc,-6200,Pc
669,-2700,Pc,-1450,Pc,,,,,-3700,Pc,,,-4750,Pc,-3950,Pc,-2650,Pc,-3000,Pc,-4500,Pc,-2800,Pc,-3100,Pc,-1150,Pc,-8000,Pc,-6700,Pc,-6700,Pc,-1000,Pc,-1850,Pc,-3550,Pc,,,-2900,Pc,-2750,Pc,-3500,Pc,-6200,Pc
670,-2700,Pc,-2200,Pc,,,,,-3700,Pc,,,-4650,Pc,-3950,Pc,-2600,Pc,-3000,Pc,-4300,Pc,-2800,Pc,-3100,Pc,-1150,Pc,-8000,Pc,-6700,Pc,-6650,Pc,-1250,Pc,-1800,Pc,-3550,Pc,,,-3300,Pc,-2750,Pc,-5550,Pc,-6200,Pc
671,-2750,Pc,-2200,Pc,,,,,-3900,Pc,,,-4650,Pc,-3950,Pc,-2600,Pc,-3050,Pc,-4300,Pc,-2550,Pc,-3150,Pc,-100,Pc,-7700,Pc,-6650,Pc,-6650,Pc,-1250,Pc,-1450,Pc,-3550,Pc,,,-3300,Pc,-3050,Pc,-5550,Pc,-6350,Pc
672,-2750,Pc,-2150,Pc,,,,,-3900,Pc,,,-4600,Pc,-3950,Pc,-2450,Pc,-3050,Pc,-4250,Pc,-2550,Pc,-3150,Pc,-100,Pc,-7700,Pc,-6650,Pc,-6600,Pc,-3150,Pc,-1400,Pc,-3500,Pc,,,-3300,Pc,-3050,Pc,-5600,Pc,-6350,Pc
673,-2750,Pc,-2150,Pc,,,,,-3600,Pc,,,-4600,Pc,-3950,Pc,-2450,Pc,-3050,Pc,-4250,Pc,-2500,Pc,-3150,Pc,-150,Pc,-7850,Pc,-6600,Pc,-6600,Pc,-3150,Pc,-2100,Pc,-750,Pc,,,-3300,Pc,-3000,Pc,-5600,Pc,-6300,Pc
674,-2750,Pc,-2250,Pc,,,,,-3600,Pc,,,-3650,Pc,-3950,Pc,-2700,Pc,-3050,Pc,-4000,Pc,-2500,Pc,-3150,Pc,-150,Pc,-7850,Pc,-6600,Pc,-6550,Pc,-3150,Pc,-2050,Pc,-750,Pc,,,-2950,Pc,-3000,Pc,-5650,Pc,-6300,Pc
675,-2800,Pc,-2250,Pc,,,,,-3850,Pc,,,-3650,Pc,-3300,Pc,-2700,Pc,-3050,Pc,-4000,Pc,,,-3150,Pc,-900,Pc,-7650,Pc,-6550,Pc,-6550,Pc,-3150,Pc,-2000,Pc,-800,Pc,,,-2950,Pc,-3350,Pc,-5650,Pc,-6400,Pc
676,-2800,Pc,-2300,Pc,,,,,-3850,Pc,,,-3650,Pc,-3300,Pc,-2700,Pc,-3050,Pc,-4050,Pc,,,-3150,Pc,-900,Pc,-7650,Pc,-6550,Pc,-7500,Pc,-3200,Pc,-1950,Pc,-800,Pc,,,-2950,Pc,-3350,Pc,-5500,Pc,-6400,Pc
677,-2800,Pc,-2300,Pc,,,,,-3800,Pc,,,-3650,Pc,-3300,Pc,-2700,Pc,-3100,Pc,-4050,Pc,,,-3200,Pc,-850,Pc,-7900,Pc,-6150,Pc,-7500,Pc,-3200,Pc,-1900,Pc,-1300,Pc,,,-2950,Pc,-4000,Pc,-5500,Pc,-6450,Pc
678,-2800,Pc,-2350,Pc,,,,,-3800,Pc,,,-3600,Pc,-3300,Pc,-2700,Pc,-3100,Pc,-4100,Pc,,,-3200,Pc,-850,Pc,-7900,Pc,-6150,Pc,-7150,Pc,-3200,Pc,-1750,Pc,-1300,Pc,,,-2500,Pc,-4000,Pc,-5700,Pc,-6450,Pc
679,-2550,Pc,-2350,Pc,,,,,-3600,Pc,,,-3600,Pc,-3350,Pc,-2700,Pc,-3100,Pc,-4100,Pc,,,-3200,Pc,-800,Pc,-7600,Pc,-6900,Pc,-7150,Pc,-3200,Pc,-2200,Pc,-850,Pc,,,-2500,Pc,-2950,Pc,-5700,Pc,-6500,Pc
680,-2550,Pc,-1900,Pc,,,,,-3600,Pc,,,-3500,Pc,-3350,Pc,-2750,Pc,-3100,Pc,-4150,Pc,,,-3200,Pc,-800,Pc,-7600,Pc,-6900,Pc,-7100,Pc,-3250,Pc,-2250,Pc,-850,Pc,,,-2500,Pc,-2950,Pc,-5750,Pc,-6500,Pc
681,-2550,Pc,-1900,Pc,,,,,-3650,Pc,,,-3500,Pc,-3350,Pc,-2750,Pc,-3100,Pc,-4150,Pc,,,-3200,Pc,-750,Pc,-7550,Pc,-6200,Pc,-7100,Pc,-3250,Pc,-2150,Pc,-900,Pc,,,-2500,Pc,-3950,Pc,-5750,Pc,-6550,Pc
682,-2550,Pc,-2250,Pc,,,,,-3650,Pc,,,-3700,Pc,-3350,Pc,-2750,Pc,-3100,Pc,-4200,Pc,,,-3200,Pc,-750,Pc,-7550,Pc,-6200,Pc,-7050,Pc,-9250,Pc,-2300,Pc,-900,Pc,,,-2600,Pc,-3950,Pc,-3750,Pc,-6550,Pc
683,-2500,Pc,-2250,Pc,,,,,-3450,Pc,,,-3700,Pc,-3400,Pc,-2750,Pc,-3150,Pc,-4200,Pc,,,-3250,Pc,-700,Pc,-8250,Pc,-6250,Pc,-7050,Pc,-9250,Pc,-1550,Pc,-1250,Pc,,,-2600,Pc,-2900,Pc,-3750,Pc,-7050,Pc
684,-2500,Pc,-2900,Pc,,,,,-3450,Pc,,,-3650,Pc,-3400,Pc,-2800,Pc,-3150,Pc,-3650,Pc,,,-3250,Pc,-700,Pc,-8250,Pc,-6250,Pc,-7000,Pc,-9200,Pc,-1500,Pc,-1250,Pc,,,-2600,Pc,-2900,Pc,-3700,Pc,-7050,Pc
685,-4350,Pc,-2900,Pc,,,,,-3400,Pc,,,-3650,Pc,-3400,Pc,-2800,Pc,-3150,Pc,-3650,Pc,,,-3250,Pc,-2800,Pc,-8350,Pc,-6850,Pc,-7000,Pc,-9200,Pc,-1600,Pc,-950,Pc,,,-2600,Pc,-3400,Pc,-3700,Pc,-7000,Pc
686,-4350,Pc,-2650,Pc,,,,,-3400,Pc,,,-4000,Pc,-3400,Pc,-2800,Pc,-3150,Pc,-3700,Pc,,,-3250,Pc,-2800,Pc,-8350,Pc,-6850,Pc,-6950,Pc,-9150,Pc,-1650,Pc,-950,Pc,,,-2550,Pc,-3400,Pc,-3700,Pc,-7000,Pc
687,-4400,Pc,-2650,Pc,,,,,-3700,Pc,,,-4000,Pc,-3450,Pc,-2800,Pc,-3150,Pc,-3700,Pc,,,-3250,Pc,-2850,Pc,-8300,Pc,-6050,Pc,-6950,Pc,-9150,Pc,-1700,Pc,-450,Pc,,,-2550,Pc,-3100,Pc,-3700,Pc,-6950,Pc
688,-4400,Pc,-2650,Pc,,,,,-3700,Pc,,,,,-3450,Pc,-2550,Pc,-3150,Pc,-3750,Pc,,,-3250,Pc,-2850,Pc,-8300,Pc,-6050,Pc,-6900,Pc,-9100,Pc,-3750,Pc,-450,Pc,,,-2550,Pc,-3100,Pc,-3700,Pc,-6950,Pc
689,-4300,Pc,-2650,Pc,,,,,-3750,Pc,,,,,-3450,Pc,-2550,Pc,-3200,Pc,-3750,Pc,,,-2850,Pc,-2900,Pc,-7750,Pc,-6800,Pc,-6900,Pc,-9100,Pc,-3750,Pc,-500,Pc,,,-2550,Pc,-3150,Pc,-3700,Pc,-4650,Pc
690,-4300,Pc,-2600,Pc,,,,,-3750,Pc,,,,,-3450,Pc,-2500,Pc,-3200,Pc,-3800,Pc,,,-2850,Pc,-2900,Pc,-7750,Pc,-6800,Pc,-4000,Pc,-9500,Pc,-3750,Pc,-500,Pc,,,-2350,Pc,-3150,Pc,-3700,Pc,-4650,Pc
691,-4200,Pc,-2600,Pc,,,,,-3800,Pc,,,,,-3450,Pc,-2500,Pc,-3200,Pc,-3800,Pc,,,-2850,Pc,-2950,Pc,-7800,Pc,-7000,Pc,-4000,Pc,-9500,Pc,-3750,Pc,-550,Pc,,,-2350,Pc,-3250,Pc,-3700,Pc,-5550,Pc
692,-4200,Pc,-2600,Pc,,,,,-3800,Pc,,,,,-3450,Pc,-2600,Pc,-3200,Pc,-3850,Pc,,,-2850,Pc,-2950,Pc,-7800,Pc,-7000,Pc,-3700,Pc,-9450,Pc,-3750,Pc,-550,Pc,,,-2350,Pc,-3250,Pc,-3850,Pc,-5550,Pc
693,-4250,Pc,-2600,Pc,,,,,-3550,Pc,,,,,-3500,Pc,-2600,Pc,-3200,Pc,-3850,Pc,,,-2900,Pc,-2450,Pc,,,-6950,Pc,-3700,Pc,-9450,Pc,-3700,Pc,-600,Pc,,,-2350,Pc,-3200,Pc,-3850,Pc,-5550,Pc
694,-4250,Pc,-2450,Pc,,,,,-3550,Pc,,,,,-3500,Pc,-2650,Pc,-3200,Pc,-3900,Pc,,,-2900,Pc,-2450,Pc,,,-6950,Pc,-3750,Pc,-9400,Pc,-3700,Pc,-600,Pc,,,-2350,Pc,-3200,Pc,-3850,Pc,-5550,Pc
695,-5050,Pc,-2450,Pc,,,,,-3500,Pc,,,,,-3500,Pc,-2650,Pc,-3250,Pc,-3900,Pc,,,-2900,Pc,-2500,Pc,,,-6100,Pc,-3750,Pc,-9400,Pc,-3700,Pc,-1350,Pc,,,-2350,Pc,-3300,Pc,-3850,Pc,-5600,Pc
696,-5050,Pc,-2450,Pc,,,,,-3500,Pc,,,,,-3500,Pc,-4000,Pc,-3250,Pc,-3950,Pc,,,-2900,Pc,-2500,Pc,,,-6100,Pc,-3650,Pc,-9350,Pc,-3700,Pc,-1350,Pc,,,-2400,Pc,-3300,Pc,-3800,Pc,-5600,Pc
697,-5050,Pc,-2450,Pc,,,,,-2200,Pc,,,,,-3550,Pc,-4000,Pc,-3250,Pc,-3950,Pc,,,-5700,Pc,-2550,Pc,,,-7150,Pc,-3650,Pc,-9350,Pc,-3700,Pc,-650,Pc,,,-2400,Pc,-4300,Pc,-3800,Pc,-5600,Pc
698,-5050,Pc,-2700,Pc,,,,,-2200,Pc,,,,,-3550,Pc,-4050,Pc,-3250,Pc,-3300,Pc,,,-5700,Pc,-2550,Pc,,,-7150,Pc,-3850,Pc,-9300,Pc,-3850,Pc,-650,Pc,,,-2400,Pc,-4300,Pc,-3800,Pc,-5600,Pc
699,-5200,Pc,-2700,Pc,,,,,-2300,Pc,,,,,-3550,Pc,-4050,Pc,-3250,Pc,-3300,Pc,,,-5800,Pc,-2600,Pc,,,-7150,Pc,-3850,Pc,-9300,Pc,-3850,Pc,-700,Pc,,,-2400,Pc,-4200,Pc,-3800,Pc,-5600,Pc
700,-5200,Pc,-2700,Pc,,,,,-2300,Pc,,,,,-3550,Pc,-4100,Pc,-3250,Pc,-3300,Pc,,,-5800,Pc,-2600,Pc,,,-7150,Pc,-3850,Pc,-8600,Pc,-3850,Pc,-700,Pc,,,-2400,Pc,-4200,Pc,-4100,Pc,-5600,Pc
701,-5200,Pc,-2700,Pc,,,,,-2350,Pc,,,,,-3600,Pc,-4100,Pc,-2850,Pc,-3300,Pc,,,-3500,Pc,-2650,Pc,,,-7100,Pc,-3850,Pc,-8600,Pc,-3850,Pc,-150,Pc,,,-2400,Pc,-4200,Pc,-4100,Pc,-5650,Pc
702,-5200,Pc,-2750,Pc,,,,,-2350,Pc,,,,,-3600,Pc,-4650,Pc,-2850,Pc,-3350,Pc,,,-3500,Pc,-2650,Pc,,,-7100,Pc,-3800,Pc,-8550,Pc,-3850,Pc,-150,Pc,,,-2450,Pc,-4200,Pc,-4150,Pc,-5650,Pc
703,-5100,Pc,-2750,Pc,,,,,-2400,Pc,,,,,-3600,Pc,,,-2900,Pc,-3350,Pc,,,-3750,Pc,-2700,Pc,,,-7050,Pc,-3800,Pc,-8550,Pc,-3800,Pc,-200,Pc,,,-2450,Pc,-4200,Pc,-4150,Pc,-5650,Pc
704,-5100,Pc,-2750,Pc,,,,,-2400,Pc,,,,,-3600,Pc,,,-2900,Pc,-3350,Pc,,,-3750,Pc,-2700,Pc,,,-7050,Pc,-3500,Pc,-8450,Pc,-3800,Pc,-200,Pc,,,-2450,Pc,-4200,Pc,-4200,Pc,-5650,Pc
705,-5100,Pc,-2750,Pc,,,,,-2500,Pc,,,,,-2950,Pc,,,-2900,Pc,-3350,Pc,,,-3700,Pc,-2750,Pc,,,-7300,Pc,-3500,Pc,-8450,Pc,-3800,Pc,-250,Pc,,,-2450,Pc,-4250,Pc,-4200,Pc,-5500,Pc
706,-5100,Pc,-2750,Pc,,,,,-2500,Pc,,,,,-2950,Pc,,,-2900,Pc,-3400,Pc,,,-3700,Pc,-2750,Pc,,,-7300,Pc,-3550,Pc,-8500,Pc,-3800,Pc,-250,Pc,,,-3450,Pc,-4250,Pc,-4250,Pc,-5500,Pc
