observ,profile1,tectonics1,profile2,tectonics2,profile3,tectonics3,profile4,tectonics4,profile5,tectonics5,profile6,tectonics6,profile7,tectonics7,profile8,tectonics8,profile9,tectonics9,profile10,tectonics10,profile11,tectonics11,profile12,tectonics12,profile13,tectonics13,profile14,tectonics14,profile15,tectonics15,profile16,tectonics16,profile17,tectonics17,profile18,tectonics18,profile19,tectonics19,profile20,tectonics20,profile21,tectonics21,profile22,tectonics22,profile23,tectonics23,profile24,tectonics24,profile25,tectonics25
265,-4200,Ph,-4750,Ma,-5450,Pc,-3350,Ma,-5800,Ma,-3700,Ma,-2350,Ma,-5900,Ma,-2200,Ma,-1550,Ma,-3650,Ma,-6150,Ma,-4850,Ma,-4550,Ph,-3100,Ph,-5900,Ph,-5150,Ph,-3100,Ph,-6300,Ph,-6700,Ph,-2350,Ph,-6700,Ph,-3050,Ph,-3600,Ph,-5150,Ph
266,-3650,Ph,-4750,Ma,-5450,Pc,-3350,Ma,-5800,Ma,-3750,Ma,-2350,Ma,-5950,Ma,-2200,Ma,-1550,Ma,-3650,Ma,-6200,Ma,-4850,Ma,-4550,Ph,-3100,Ph,-3800,Ph,-5700,Ph,-3150,Ph,-6300,Ph,-6650,Ph,-2350,Ph,-6650,Ph,-3050,Ph,-3700,Ph,-5400,Ph
267,-3650,Ph,-4750,Ma,-5050,Pc,-3400,Ma,-5800,Ma,-3750,Ma,-4550,Ma,-5950,Ma,-2150,Ma,-1600,Ma,-3650,Ma,-6200,Ma,-4900,Ma,-4550,Ph,-3150,Ph,-3800,Ph,-5700,Ph,-3150,Ph,-6000,Ph,-6650,Ph,-2400,Ph,-6650,Ph,-3100,Ph,-3700,Ph,-5400,Ph
268,-3650,Ph,-4750,Ma,-5050,Pc,-3400,Ma,-5800,Ma,-3800,Ma,-4550,Ma,-6000,Ma,-2150,Ma,-1600,Ma,-3700,Ma,-6250,Ma,-4900,Ma,-4600,Ph,-3150,Ph,-3800,Ph,-5650,Ph,-3150,Ph,-6000,Ph,-6600,Ph,-2400,Ph,-6600,Ph,-3100,Ph,-4200,Ph,-5400,Ph
269,-3650,Ph,-4750,Ma,-5050,Pc,-3400,Ma,-5800,Ma,-3800,Ma,-3950,Ma,-6000,Ma,-2100,Ma,-1650,Ma,-3700,Ma,-6250,Ma,-4900,Ma,-4600,Ph,-3150,Ph,-3800,Ph,-5650,Ph,-3150,Ph,-6750,Ph,-6600,Ph,-1900,Ph,-6600,Ph,-3700,Ph,-4200,Ph,-5400,Ph
270,-3650,Ph,-4800,Ma,-5100,Pc,-3400,Ma,-4400,Ma,-3850,Ma,-3950,Ma,-6050,Ma,-2100,Ma,-1650,Ma,-3700,Ma,-5950,Ma,-4950,Ma,-4600,Ph,-3150,Ph,-3750,Ph,-5600,Ph,-3200,Ph,-6750,Ph,-6550,Ph,-1900,Ph,-6550,Ph,-3700,Ph,-4150,Ph,-5450,Ph
271,-3650,Ph,-4800,Ma,-5100,Pc,-3450,Ma,-4400,Ma,-3850,Ma,-3950,Ma,-6050,Ma,-2050,Ma,-1700,Ma,-3700,Ma,-5950,Ma,-4950,Ma,-4350,Ph,-3200,Ph,-3750,Ph,-5600,Ph,-3200,Ph,-6700,Ph,-6550,Ph,-1950,Ph,-6550,Ph,-3650,Ph,-4150,Ph,-5450,Ph
272,-3700,Ph,-4800,Ma,-5100,Pc,-3450,Ma,-4350,Ma,-3900,Ma,-3950,Ma,-6100,Ma,-2050,Ma,-1700,Ma,-3700,Ma,-7200,Ma,-4950,Ma,-4400,Ph,-3200,Ph,-3750,Ph,-5550,Ph,-3200,Ph,-6700,Ph,-6150,Ph,-1950,Ph,-6150,Ph,-3650,Ph,-4100,Ph,-5450,Ph
273,-3700,Ph,-4800,Ma,-5150,Pc,-3450,Ma,-4350,Ma,-3900,Ma,-3800,Ma,-6100,Ma,-2000,Ma,-1750,Ma,-3700,Ma,-7200,Ma,-4950,Ma,-4450,Ph,-3200,Ph,-3750,Ph,-5550,Ph,-3200,Ph,-6650,Ph,-6150,Ph,-1650,Ph,-6150,Ph,-3600,Ph,-4100,Ph,-5450,Ph
274,-3700,Ph,-4800,Ma,-5150,Pc,-3450,Ma,-4300,Ma,-3950,Ma,-3800,Ma,-6850,Ma,-2000,Ma,-1750,Ma,-3700,Ma,-7350,Ma,-4950,Ma,-4500,Ph,-3200,Ph,-3750,Ph,-5500,Ph,-3250,Ph,-6650,Ph,-6900,Ph,-1650,Ph,-6900,Ph,-3600,Ph,-4050,Ph,-5050,Ph
275,-3700,Ph,-4850,Ma,-5150,Pc,-3450,Ma,-4300,Ma,-3950,Ma,-3800,Ma,-6850,Ma,-2450,Ma,-1800,Ma,-3700,Ma,-7350,Ma,-5000,Ma,-4500,Ph,-3250,Ph,-3750,Ph,-5500,Ph,-3250,Ph,-6600,Ph,-6900,Ph,-1700,Ph,-6900,Ph,-3550,Ph,-4050,Ph,-5050,Ph
276,-3700,Ph,-4850,Ma,-5200,Pc,-3450,Ma,-4250,Ma,-3300,Ma,-3800,Ma,-6900,Ma,-2450,Ma,-1800,Ma,-3850,Ma,-7300,Ma,-5000,Ma,-4500,Ph,-3250,Ph,-3650,Ph,-5850,Ph,-3250,Ph,-6600,Ph,-6200,Ph,-1700,Ph,-6200,Ph,-3550,Ph,-4000,Ph,-5050,Ph
277,-3700,Ph,-4850,Ma,-5200,Pc,-3500,Ma,-4250,Ma,-3300,Ma,-3800,Ma,-6900,Ma,-2400,Ma,-1800,Ma,-3850,Ma,-7300,Ma,-5000,Ma,-4500,Ph,-3250,Ph,-3650,Ph,-3650,Ph,-3250,Ph,-6550,Ph,-6200,Ph,-1750,Ph,-6200,Ph,-3500,Ph,-4000,Ph,-5050,Ph
278,-3750,Ph,-4900,Ma,-5200,Pc,-3500,Ma,-4200,Ma,-3300,Ma,-3800,Ma,-5600,Ma,-2400,Ma,-1800,Ma,-3850,Ma,-7250,Ma,-4650,Ma,-4500,Ph,-3250,Ph,-3700,Ph,-3650,Ph,-2800,Ph,-6550,Ph,-6250,Ph,-1750,Ph,-6250,Ph,-3500,Ph,-3800,Ph,-5100,Ph
279,-3750,Ph,-4900,Ma,-5250,Pc,-3500,Ma,-4200,Ma,-3300,Ma,-3800,Ma,-5600,Ma,-2350,Ma,-2200,Ma,-3850,Ma,-7250,Ma,-4650,Ma,-4300,Ph,-4600,Ph,-3700,Ph,-3650,Ph,-2800,Ph,-6150,Ph,-6250,Ph,-1800,Ph,-6250,Ph,-3450,Ph,-3800,Ph,-5100,Ph
280,-3750,Ph,-4900,Ma,-5250,Pc,-3500,Ma,-4150,Ma,-3350,Ma,-3800,Ma,-5600,Ma,-2350,Ma,-2200,Ma,-3850,Ma,-7050,Ma,-4650,Ma,-4300,Ph,-4600,Ph,-3850,Ph,-3650,Ph,-2850,Ph,-6150,Ph,-6850,Ph,-1800,Ph,-6850,Ph,-3450,Ph,-3850,Ph,-5100,Ph
281,-3750,Ph,-4900,Ma,-5250,Pc,-3500,Ma,-4150,Ma,-3350,Ma,-3750,Ma,-5600,Ma,-2300,Ma,-2250,Ma,-3850,Ma,-7050,Ma,-4550,Ma,-4250,Ph,-4950,Ph,-3850,Ph,-3700,Ph,-2850,Ph,-6900,Ph,-6850,Ph,-3300,Ph,-6850,Ph,-3400,Ph,-3850,Ph,-5100,Ph
282,-3750,Ph,-4900,Ma,-5300,Pc,-3500,Ma,-3700,Ma,-3350,Ma,-3750,Ma,-5650,Ma,-2300,Ma,-2250,Ma,-3900,Ma,-7100,Ma,-4550,Ma,-4250,Ph,-4950,Ph,-3850,Ph,-3700,Ph,-2900,Ph,-6900,Ph,-6050,Ph,-3300,Ph,-6050,Ph,-3400,Ph,-3750,Ph,-5150,Ph
283,-3750,Ph,-4950,Ma,-5300,Pc,-3500,Ma,-3700,Ma,-3350,Ma,-3750,Ma,-5650,Ma,-2250,Ma,-2300,Ma,-3900,Ma,-7100,Ma,-4550,Ma,-4000,Ph,-4900,Ph,-3850,Ph,-3700,Ph,-2900,Ph,-6200,Ph,-6050,Ph,-3550,Ph,-6050,Ph,-4350,Ph,-3750,Ph,-5150,Ph
284,-3800,Ph,-4950,Ma,-5300,Pc,-3500,Ma,-3650,Ma,-3400,Ma,-3750,Ma,-5650,Ma,-2250,Ma,-2300,Ma,-3900,Ma,-7150,Ma,-4600,Ma,-4000,Ph,-4900,Ph,-3900,Ph,-3700,Ph,-2950,Ph,-6200,Ph,-6800,Ph,-3550,Ph,-6800,Ph,-4350,Ph,-4400,Ph,-5150,Ph
285,-3800,Ph,-4950,Ma,-5350,Pc,-3550,Ma,-3650,Ma,-3400,Ma,-3750,Ma,-5650,Ma,-2500,Ma,-2150,Ma,-3900,Ma,-7150,Ma,-4600,Ma,-4050,Ph,-4850,Ph,-3900,Ph,-5400,Ph,-2950,Ph,-6250,Ph,-6800,Ph,-3500,Ph,-6800,Ph,-4300,Ph,-4400,Ph,-5150,Ph
286,-3800,Ph,-4950,Ma,-5350,Pc,-3550,Ma,-3600,Ma,-3400,Ma,-3750,Ma,-5700,Ma,-2500,Ma,-2150,Ma,-4000,Ma,-4550,Ma,-4600,Ma,-4050,Ph,-4850,Ph,-3900,Ph,-5450,Ph,-2450,Ph,-6250,Ph,-2100,Ph,-3500,Ph,-4450,Ph,-4300,Ph,-4350,Ph,-5200,Ph
287,-3800,Ph,-4950,Ma,-5350,Pc,-3550,Ma,-3600,Ma,-3400,Ma,-3750,Ma,-5700,Ma,-2050,Ma,-2850,Ma,-4000,Ma,-4550,Ma,-5150,Ma,-4100,Ph,-4800,Ph,-3900,Ph,-5050,Ph,-2450,Ph,-6850,Ph,-2100,Ph,-3450,Ph,-4450,Ph,-4300,Ph,-4350,Ph,-5200,Ph
288,-3800,Ph,-4950,Ma,-4700,Pc,-3550,Ma,-6000,Ma,-3450,Ma,-3750,Ma,-5700,Ma,-2050,Ma,-2850,Ma,-3950,Ma,-4500,Ma,-5150,Ma,-4100,Ph,-4800,Ph,-5400,Ph,-5100,Ph,-2500,Ph,-6850,Ph,-2050,Ph,-3450,Ph,-4400,Ph,-4300,Ph,-4300,Ph,-5200,Ph
289,-3800,Ph,-4950,Ma,-4700,Pc,-3600,Ma,-6000,Pc,-3450,Ma,-3750,Ma,-5700,Ma,-2000,Ma,-2800,Ma,-3950,Ma,-4500,Ma,-5200,Ma,-4150,Ph,-4750,Ph,-5450,Ph,-5150,Ph,-2500,Ph,-6050,Ph,-2050,Ph,-2300,Ph,-4400,Ph,-4250,Ph,-4300,Ph,-5200,Ph
290,-3850,Ph,-5000,Ma,-4700,Pc,-3600,Ma,-6050,Pc,-3450,Ma,-3750,Ma,-5750,Ma,-2000,Ma,-2800,Ma,-4250,Ma,-4450,Ma,-5200,Ma,-4150,Ph,-4750,Ph,-5050,Ph,-5200,Ph,-2550,Ph,-6050,Ph,-2200,Ph,-2300,Ph,-4350,Ph,-4250,Ph,-4250,Ph,-5200,Ph
291,-3850,Ph,-5000,Ma,-4750,Pc,-2950,Ma,-6050,Pc,-3450,Ma,-3650,Ma,-5750,Ma,-2100,Ma,-1450,Ma,-4250,Ma,-4450,Ma,-5000,Ma,-4200,Ph,-4700,Ph,-5100,Ph,-5250,Ph,-2550,Ph,-6800,Ph,-2200,Ph,-2300,Ph,-4350,Ph,-4250,Ph,-4250,Ph,-5200,Ph
292,-3850,Ph,-5000,Ma,-4750,Pc,-2950,Ma,-5900,Pc,-3450,Ma,-3650,Ma,-5750,Ma,-2100,Ma,-1450,Ma,-4150,Ma,-4850,Ma,-5000,Ma,-4200,Ph,-4700,Ph,-5150,Ph,-5300,Ph,-2600,Ph,-6800,Ph,-2150,Ph,-2300,Ph,-4300,Ph,-4250,Ph,-4000,Ph,-5250,Ph
293,-3850,Ph,-5000,Ma,-4750,Pc,-2950,Ma,-5900,Pc,-3450,Ma,-3650,Ma,-5750,Ma,-2200,Ma,-1500,Ma,-4150,Ma,-4850,Ma,-5050,Ma,-3650,Ph,-5300,Ph,-5200,Ph,-5350,Ph,-2600,Ph,-3050,Ph,-2150,Ph,-4850,Ph,-4300,Ph,-4200,Ph,-4000,Ph,-5250,Ph
294,-3850,Ph,-5000,Ma,-4800,Pc,-2950,Ma,-5800,Pc,-3500,Ma,-3650,Ma,-5450,Ma,-2200,Ma,-1500,Ma,-4200,Ma,-4800,Ma,-5050,Ma,-3650,Ph,-5300,Ph,-5250,Ph,-4700,Ph,-2650,Ph,-3050,Ph,-1950,Ph,-4850,Ph,-3800,Ph,-4200,Ph,-3750,Ph,-5250,Ph
295,-3850,Ph,-5000,Ma,-4800,Pc,-3000,Ma,-5800,Pc,-3500,Ma,-3700,Ma,-5450,Ma,-2250,Ma,-4250,Ma,-4200,Ma,-4800,Ma,-5100,Ma,-3700,Ph,-5250,Ph,-5300,Ph,-4750,Ph,-2650,Ph,-2350,Ph,-1950,Ph,-4700,Ph,-3800,Ph,-4200,Ph,-3750,Ph,-5250,Ph
296,-3900,Ph,-5000,Ma,-4800,Pc,-3000,Ma,-6600,Pc,-3500,Ma,-3700,Ma,-6500,Ma,-2250,Ma,-4250,Ma,-3950,Ma,-4750,Ma,-5100,Ma,-3700,Ph,-5250,Ph,-5350,Ph,-4800,Ph,-2700,Ph,-2350,Ph,-2000,Ph,-4700,Ph,-3750,Ph,-4200,Ph,-3950,Ph,-5250,Ph
297,-3900,Ph,-5000,Ma,-4850,Pc,-3000,Ma,-6600,Pc,-3500,Ma,-3700,Ma,-6500,Ma,-2300,Ma,-4250,Ma,-3950,Ma,-4750,Ma,-4650,Ma,-3750,Ph,-5200,Ph,-4700,Ph,-4850,Ph,-2700,Ph,-2400,Ph,-2000,Ph,-4800,Ph,-3750,Ph,-4150,Ph,-3950,Ph,-5250,Ph
298,-3900,Ph,-5000,Ma,-4850,Pc,-3000,Ma,-6550,Pc,-3500,Ma,-3700,Ma,-6550,Ma,-2300,Ma,-4250,Ma,-4500,Ma,-4700,Ma,-4650,Ma,-3750,Ph,-5200,Ph,-4750,Ph,-4900,Ph,-2750,Ph,-2400,Ph,-1550,Ph,-4800,Ph,-3700,Ph,-4150,Ph,-4100,Ph,-5300,Ph
299,-3900,Ph,-4650,Ma,-4850,Pc,-3050,Ma,-6550,Pc,-3500,Ma,-3700,Ma,-6550,Ma,-2150,Ma,-4200,Ma,-4500,Ma,-4700,Ma,-4700,Ma,-3800,Ph,-5150,Ph,-4800,Ph,-4950,Ph,-2750,Ph,-7000,Ph,-1550,Ph,-7000,Ph,-3700,Ph,-3650,Ph,-4100,Ph,-5300,Ph
300,-3900,Ph,-4650,Ma,-4900,Pc,-3050,Ma,-6650,Pc,-3550,Ma,-3700,Ma,-6600,Ma,-2150,Ma,-4200,Ma,-4550,Ma,-4650,Ma,-4700,Ma,-3800,Ph,-5150,Ph,-4850,Ph,-5000,Ph,-2100,Ph,-7000,Ph,-1600,Ph,-7000,Ph,-3250,Ph,-3650,Ph,-3650,Ph,-5300,Ph
301,-3900,Ph,-4650,Ma,-4900,Pc,-3050,Ma,-6650,Pc,-3550,Ma,-3850,Ma,-6600,Ma,-4100,Ma,-4000,Ma,-4550,Ma,-4650,Ma,-4750,Ma,-3850,Ph,-5100,Ph,-4900,Ph,-4650,Ph,-2100,Ph,-6950,Ph,-1600,Ph,-6950,Ph,-3250,Ph,-3400,Ph,-3650,Ph,-5300,Ph
302,-3950,Ph,-4650,Ma,-4900,Pc,-3050,Ma,-6650,Pc,-3550,Ma,-3850,Ma,-6650,Ma,-4100,Ma,-4000,Ma,-3900,Ma,-4600,Ma,-4750,Ma,-3850,Ph,-5100,Ph,-4950,Ph,-4550,Ph,-2150,Ph,-6950,Ph,-1650,Ph,-6950,Ph,-3550,Ph,-3400,Ph,-3650,Ph,-5350,Ph
303,-3950,Ph,-4650,Ma,-4950,Pc,-3100,Ma,-6650,Pc,-3550,Ma,-3850,Ma,-6650,Ma,-4050,Ma,-3950,Ma,-3900,Ma,-4600,Ma,-4800,Ma,-3900,Ph,-5050,Ph,-5000,Ph,-4550,Ph,-2150,Ph,-6100,Ph,-1650,Ph,-6100,Ph,-3550,Ph,-3450,Ph,-3650,Ph,-5350,Ph
304,-3950,Ph,-4550,Ma,-4950,Pc,-3100,Ma,-6850,Pc,-3550,Ma,-3850,Ma,-6700,Ma,-4050,Ma,-3950,Ma,-4400,Ma,-5150,Ma,-4800,Ma,-3900,Ph,-5050,Ph,-4650,Ph,-4600,Ph,-2200,Ph,-6100,Ph,-1700,Ph,-6100,Ph,-3300,Ph,-3450,Ph,-3950,Ph,-5350,Ph
305,-3950,Ph,-4550,Ma,-4950,Pc,-3100,Ma,-6850,Pc,-3550,Ma,-3850,Ma,-6700,Ma,-4000,Ma,-3900,Ma,-4400,Ma,-5150,Ma,-4850,Ma,-3950,Ph,-5000,Ph,-4550,Ph,-4600,Ph,-2200,Ph,-7150,Ph,-1700,Ph,-6100,Ph,-3300,Ph,-3500,Ph,-3950,Ph,-5350,Ph
306,-3950,Ph,-4550,Ma,-5000,Pc,-3100,Ma,-6800,Pc,-3600,Ma,-3850,Ma,-6750,Ma,-4000,Ma,-3900,Ma,-4800,Ma,-5100,Ma,-4850,Ma,-3950,Ph,-5000,Ph,-4600,Ph,-4350,Ph,-2250,Ph,-7150,Ph,-1750,Ph,-6100,Ph,-3350,Ph,-3500,Ph,-3900,Ph,-5350,Ph
307,-3950,Ph,-4550,Ma,-5000,Pc,-3100,Ma,-6800,Pc,-3600,Ma,-3900,Ma,-6750,Ma,-3800,Ma,-3750,Ma,-4800,Ma,-5100,Ma,-4950,Ma,-3300,Ma,-5400,Ph,-4350,Ph,-4350,Ph,-2250,Ph,-7100,Ph,-1750,Ph,-7150,Ph,-3350,Ph,-3550,Ph,-3900,Ph,-5350,Ph
308,-3300,Ph,-4550,Ma,-5000,Pc,-3100,Ma,-7050,Pc,-3600,Ma,-3900,Ma,-6800,Ma,-3800,Ma,-3750,Ma,-4150,Ma,-5050,Ma,-4950,Ma,-3300,Ma,-5400,Ph,-4350,Ph,-4400,Ph,-2300,Ph,-7100,Ph,-1800,Ph,-7150,Ph,-3500,Ph,-3550,Ph,-3300,Ph,-4700,Ph
309,-3300,Ph,-4550,Ma,-4650,Pc,-3150,Ma,-7050,Pc,-3600,Pc,-3900,Ma,-6800,Pc,-3800,Ma,-4100,Ma,-4150,Ma,-5050,Ma,-3750,Ma,-3300,Ma,-5350,Ph,-4400,Ph,-4400,Ph,-2300,Ph,-7050,Ph,-1800,Ph,-7100,Ph,-3500,Ph,-3600,Ph,-3300,Ph,-4700,Ph
310,-3300,Ph,-4550,Ma,-4650,Pc,-3150,Ma,-7500,Pc,-3600,Pc,-3900,Pc,-6200,Pc,-3800,Pc,-4100,Ma,-4150,Ma,-5000,Ma,-3750,Ma,-3300,Ma,-5350,Ph,-4400,Ph,-4450,Ph,-2350,Ph,-7050,Ph,-1850,Ph,-7100,Ph,-3400,Ph,-3600,Ph,-3300,Ph,-4700,Ph
311,-3300,Ph,-4550,Ma,-4650,Pc,-3150,Ma,-7500,Pc,-3600,Pc,-5400,Pc,-6200,Pc,-3750,Pc,-4100,Ma,-4150,Ma,-5000,Ma,-4000,Ma,-3350,Ma,-2800,Ma,-4400,Ph,-4450,Ph,-2350,Ph,-7300,Ph,-1850,Ph,-7050,Ph,-3400,Ph,-4100,Ph,-3300,Ph,-4700,Ph
312,-3350,Ph,-4600,Ma,-4550,Pc,-3150,Ma,-7000,Pc,-2950,Pc,-5400,Pc,-6150,Pc,-3750,Pc,-4100,Pc,-4100,Ma,-4950,Ma,-4000,Ma,-3350,Ma,-2800,Ma,-4400,Ph,-4500,Ph,-2400,Ph,-7300,Ph,-1500,Ph,-7050,Ph,-3450,Ph,-4100,Ph,-3350,Ph,-4700,Ph
313,-3350,Ph,-4600,Ma,-4550,Pc,-3200,Ma,-7000,Pc,-2950,Pc,-5400,Pc,-6150,Pc,-3650,Pc,-4100,Pc,-4100,Ma,-4950,Ma,-4050,Ma,-3350,Ma,-2850,Ma,-4450,Ph,-4500,Ph,-2400,Ph,-7250,Ph,-1500,Ph,-7300,Ph,-3450,Ph,-4100,Ph,-3350,Ph,-4700,Ph
314,-3350,Ph,-4600,Ma,-4550,Pc,-3200,Ma,-6750,Pc,-2950,Pc,-5450,Pc,-6250,Pc,-3650,Pc,-4100,Pc,-4100,Ma,-4900,Ma,-4050,Ma,-3350,Ma,-2850,Ma,-4450,Ph,-4300,Ph,-2000,Ph,-7250,Ph,-2250,Ph,-7300,Ph,-3600,Ph,-4100,Ph,-3350,Ph,-4750,Ph
315,-3350,Ph,-4600,Ma,-4550,Pc,-3200,Ma,-6750,Pc,-2950,Pc,-5450,Pc,-6250,Pc,-3700,Pc,-4050,Pc,-4100,Ma,-4900,Ma,-4100,Ma,-3400,Ma,-2500,Ma,-4500,Ph,-4300,Ph,-2000,Ph,-7200,Ph,-2250,Ph,-7250,Ph,-3600,Ph,-4400,Ph,-3350,Ph,-4750,Ph
316,-3350,Ph,-4600,Ma,-4600,Pc,-3200,Ma,-6750,Pc,-3000,Pc,-5450,Pc,-6300,Pc,-3700,Pc,-4050,Pc,-4450,Ma,-4450,Ma,-4100,Ma,-3400,Ma,-2500,Ma,-4500,Ma,-4250,Ph,-2050,Ph,-7200,Ph,-2300,Ph,-7250,Ph,-3650,Ph,-4400,Ph,-3400,Ph,-4750,Ph
317,-3350,Ph,-4600,Ma,-4600,Pc,-3250,Ma,-6750,Pc,-3000,Pc,-5050,Pc,-6300,Pc,-3850,Pc,-4050,Pc,-4450,Ma,-4450,Ma,-4150,Ma,-3400,Ma,-2500,Ma,-4300,Ma,-4250,Ph,-2050,Ph,-8050,Ph,-2300,Ph,-7200,Ph,-3650,Ph,-4350,Ph,-3400,Ph,-4750,Ph
318,-3400,Ph,-4350,Ma,-4600,Pc,-3250,Ma,-6950,Pc,-3000,Pc,-5050,Pc,-6350,Pc,-3850,Pc,-4050,Pc,-4050,Ma,-4500,Ma,-4150,Ma,-3400,Ma,-2500,Ma,-4300,Ma,-4000,Ph,-1650,Ph,-8050,Ph,-2350,Ph,-7200,Ph,-2200,Ph,-4350,Ph,-3400,Ph,-4800,Ph
319,-3400,Ph,-4350,Ma,-4600,Pc,-3250,Ma,-6950,Pc,-3000,Pc,-5050,Pc,-6350,Pc,-3850,Pc,-4050,Pc,-4050,Ma,-4500,Ma,-4400,Ma,-3450,Ma,-2900,Ma,-4250,Ma,-4000,Ph,-1650,Ph,-8200,Ph,-2350,Ph,-8050,Ph,-2200,Ph,-4300,Ph,-3400,Ph,-4800,Ph
320,-3400,Ph,-4350,Ma,-4600,Pc,-3250,Ma,-6700,Pc,-3050,Pc,-5100,Pc,-6400,Pc,-3850,Pc,-4050,Pc,-4050,Ma,-4650,Ma,-4400,Ma,-3450,Ma,-2900,Ma,-4250,Ma,-4050,Ph,-1700,Ph,-8200,Ph,-2400,Ph,-8050,Ph,-2150,Ph,-4300,Ph,-3450,Ph,-4800,Ph
321,-3400,Ph,-4350,Ma,-4600,Pc,-2850,Ma,-6700,Pc,-3050,Pc,-5100,Pc,-6400,Pc,-3900,Pc,-4000,Pc,-4050,Ma,-4650,Ma,-4350,Ma,-3450,Ma,-2550,Ma,-4000,Ma,-4050,Ph,-1700,Ph,-8100,Ph,-2400,Ph,-8200,Ph,-2150,Ph,-4250,Ph,-3450,Ph,-4800,Ph
322,-3400,Ph,-4350,Ma,-4350,Pc,-2850,Ma,-6700,Pc,-3050,Pc,-5100,Pc,-6450,Pc,-3900,Pc,-4000,Pc,-4250,Ma,-4600,Ma,-4350,Ma,-3450,Ma,-2550,Ma,-4000,Ma,-4100,Ph,-1750,Ph,-8100,Ma,-1900,Ph,-8200,Ph,-2100,Ph,-4250,Ph,-3450,Ph,-4850,Ph
323,-3400,Ph,-4350,Ma,-4350,Pc,-2850,Ma,-6700,Pc,-3050,Pc,-5100,Pc,-6450,Pc,-3900,Pc,-4200,Pc,-4250,Ma,-4600,Ma,-4550,Ma,-3500,Ma,-2550,Ma,-4050,Ma,-4100,Ph,-1750,Ph,-8150,Ma,-1900,Ph,-8100,Ph,-2100,Ph,-4200,Ph,-3450,Ph,-4850,Ph
324,-3450,Ph,-4400,Ma,-4350,Pc,-2850,Ma,-6900,Pc,-3100,Pc,-5100,Pc,-4800,Pc,-3900,Pc,-4200,Pc,-4300,Ma,-4550,Ma,-4550,Ma,-3500,Ma,-2550,Ma,-4050,Ma,-4150,Ph,-1800,Ph,-8150,Ma,-3100,Ph,-8100,Ph,-2400,Ph,-4200,Ph,-3500,Ph,-4850,Ph
325,-3450,Ph,-4400,Ma,-4350,Pc,-2900,Ma,-6900,Pc,-3100,Pc,-5150,Pc,-4800,Pc,-3900,Pc,-4200,Pc,-4300,Ma,-4550,Ma,-4300,Ma,-3500,Ma,-2600,Ma,-4100,Ma,-4150,Ph,-1800,Ph,-7500,Ma,-3100,Ph,-8150,Ph,-2400,Ph,-4150,Ph,-3500,Ph,-4850,Ph
326,-3450,Ph,-4400,Ma,-4350,Pc,-2900,Ma,-7250,Pc,-3100,Pc,-5150,Pc,-4650,Pc,-3900,Pc,-4200,Pc,-4200,Ma,-4850,Ma,-4300,Ma,-3500,Ma,-2600,Ma,-4100,Ma,-4200,Ph,-1850,Ph,-7500,Ma,-3150,Ph,-8150,Ph,-2350,Ph,-4150,Ph,-3500,Ph,-4850,Ph
327,-3450,Ph,-4400,Ma,-4350,Pc,-2900,Ma,-7250,Pc,-3100,Pc,-5150,Pc,-4650,Pc,-6550,Pc,-4250,Pc,-4200,Ma,-4850,Ma,-4600,Ma,-3550,Ma,-2600,Ma,-4150,Ma,-4200,Ph,-1850,Ph,-7450,Ma,-3150,Ph,-7500,Ph,-2350,Ph,-4500,Ph,-3500,Ph,-4850,Ph
328,-3450,Ph,-4400,Ma,-4400,Pc,-2900,Ma,-7150,Pc,-3150,Pc,-5150,Pc,-4700,Pc,-6550,Pc,-4250,Pc,-4350,Ma,-4800,Ma,-4600,Ma,-3550,Ma,-2600,Ma,-4150,Ma,-3650,Ph,-1900,Ph,-7450,Ma,-3050,Ph,-7500,Ph,-2300,Ph,-4500,Ph,-3550,Ph,-4900,Ph
329,-3450,Ph,-4400,Ma,-4400,Pc,-3100,Ma,-7150,Pc,-3150,Pc,-5150,Pc,-4700,Pc,-6500,Pc,-4300,Pc,-4350,Ma,-4800,Ma,-4250,Ma,-3550,Ma,-2650,Ma,-4200,Ma,-3650,Ph,-1900,Ph,-7400,Ma,-3050,Ph,-7450,Ph,-2300,Ph,-4450,Ph,-3550,Ph,-4900,Ph
330,-3500,Ph,-4450,Ma,-4400,Pc,-3100,Ma,-7300,Pc,-3150,Pc,-5150,Pc,-4750,Pc,-6500,Pc,-4300,Pc,-4750,Ma,-4750,Ma,-4250,Ma,-3550,Ma,-2650,Ma,-4200,Ma,-3650,Ph,-1950,Ph,-7400,Ma,-3150,Ph,-7450,Ph,-2250,Ph,-4450,Ph,-3550,Ph,-4900,Ph
331,-3500,Ph,-4450,Ma,-4400,Pc,-3300,Ma,-7300,Pc,-3150,Pc,-5150,Pc,-4750,Pc,-6450,Pc,-4350,Pc,-4750,Ma,-4750,Ma,-4200,Ma,-3550,Ma,-2700,Ma,-3650,Ma,-3650,Ph,-1950,Ph,-7350,Ma,-3150,Ph,-7400,Ph,-2250,Ph,-3700,Ph,-3550,Ph,-4900,Ph
332,-3500,Ph,-4450,Ma,-4400,Pc,-3300,Pc,-7350,Pc,-3200,Pc,-5200,Pc,-4550,Pc,-6450,Pc,-4350,Pc,-4600,Ma,-4700,Ma,-4200,Ma,-3550,Ma,-2700,Ma,-3650,Ma,-3650,Ph,-1500,Ph,-7350,Ma,-3100,Ph,-7400,Ph,-2550,Ph,-3700,Ph,-3600,Ph,-4900,Ph
